"Orders management","Orders management"
"DPD News","DPD News"
"show","show"
"hide","hide"
"Export to DPD Station - Integrated insurance","Export to DPD Station - Integrated insurance"
"Export to DPD Station - Ad Valorem insurance","Export to DPD Station - Ad Valorem insurance"
"Update sent orders","Update sent orders"
"DPD Pickup point","DPD Pickup point"
"Track the package","Track the package"
